Date Close/Last Volume Open High Low 
07/30/2018 189.91 20912890.0 191.9 192.2 189.07 
07/27/2018 190.98 23975350.0 194.99 195.19 190.1 
07/26/2018 194.21 19005150.0 194.61 195.96 193.61 
07/25/2018 194.82 16553500.0 193.06 194.85 192.43 
07/24/2018 193.0 18680930.0 192.45 193.6601 192.05 
07/23/2018 191.61 15955820.0 190.68 191.96 189.56 
07/20/2018 191.44 20670830.0 191.78 192.43 190.17 
07/19/2018 191.88 20182050.0 189.69 192.55 189.69 
07/18/2018 190.4 16365720.0 191.78 191.8 189.93 
07/17/2018 191.45 15515000.0 189.75 191.87 189.2 
07/16/2018 190.91 15009800.0 191.52 192.65 190.415 
07/13/2018 191.33 12506830.0 191.08 191.84 190.9 
07/12/2018 191.03 18000180.0 189.53 191.41 189.31 
07/11/2018 187.88 18776390.0 188.5 189.7799 187.61 
07/10/2018 190.35 15801370.0 190.71 191.28 190.1801 
07/09/2018 190.58 19636390.0 189.5 190.68 189.3 
07/06/2018 187.97 17426160.0 185.42 188.434 185.2 
07/05/2018 185.4 16543880.0 185.26 186.41 184.28 
07/03/2018 183.92 13954810.0 187.79 187.95 183.54 
07/02/2018 187.18 17675210.0 183.82 187.3 183.42 
06/29/2018 185.11 22551660.0 186.29 187.19 182.91 
06/28/2018 185.5 17352380.0 184.1 186.21 183.8 
06/27/2018 184.16 24987260.0 185.228 187.28 184.03 
06/26/2018 184.43 24378480.0 182.99 186.53 182.54 
06/25/2018 182.17 31632320.0 183.4 184.92 180.73 
06/22/2018 184.92 27185130.0 186.12 186.15 184.7 
06/21/2018 185.46 25649240.0 187.25 188.35 184.94 
06/20/2018 186.5 20490090.0 186.35 187.2 185.73 
06/19/2018 185.69 33538550.0 185.14 186.33 183.45 
06/18/2018 188.74 18458410.0 187.88 189.22 187.2 
06/15/2018 188.84 61438290.0 190.03 190.16 188.26 
06/14/2018 190.8 21584720.0 191.55 191.57 190.22 
06/13/2018 190.7 21480120.0 192.42 192.88 190.44 
06/12/2018 192.28 16859020.0 191.385 192.611 191.15 
06/11/2018 191.23 18069930.0 191.35 191.97 190.21 
06/08/2018 191.7 26580710.0 191.17 192.0 189.77 
06/07/2018 193.46 21329170.0 194.14 194.2 192.335 
06/06/2018 193.98 20912820.0 193.63 194.08 191.92 
06/05/2018 193.31 21535570.0 193.065 193.94 192.36 
06/04/2018 191.83 26190620.0 191.635 193.42 191.35 
06/01/2018 190.24 23377690.0 187.991 190.26 187.75 
05/31/2018 186.87 27468700.0 187.22 188.23 186.14 
05/30/2018 187.5 18503410.0 187.72 188.0 186.78 
05/29/2018 187.9 22409110.0 187.6 188.75 186.87 
05/25/2018 188.58 17186760.0 188.23 189.65 187.65 
05/24/2018 188.15 23129400.0 188.77 188.84 186.21 
05/23/2018 188.36 19966590.0 186.35 188.5 185.76 
05/22/2018 187.16 15228270.0 188.375 188.88 186.78 
05/21/2018 187.63 18383080.0 188.0 189.27 186.9106 
05/18/2018 186.31 18083080.0 187.19 187.8102 186.13 
05/17/2018 186.99 17014490.0 188.0 188.91 186.36 
05/16/2018 188.18 19046600.0 186.07 188.46 186.0 
05/15/2018 186.44 23639070.0 186.78 187.07 185.1 
05/14/2018 188.15 20393070.0 189.01 189.53 187.86 
05/11/2018 188.59 26167950.0 189.49 190.06 187.45 
05/10/2018 190.04 27942430.0 187.74 190.37 187.65 
05/09/2018 187.36 23141260.0 186.55 187.4 185.22 
05/08/2018 186.05 28053230.0 184.99 186.22 183.665 
05/07/2018 185.16 42557530.0 185.18 187.67 184.75 
05/04/2018 183.83 56137230.0 178.25 184.25 178.17 
05/03/2018 176.89 33944110.0 175.88 177.5 174.4411 
05/02/2018 176.57 66454720.0 175.225 177.75 173.8 
05/01/2018 169.1 52228910.0 166.41 169.2 165.27 
04/30/2018 165.26 41976500.0 162.13 167.26 161.84 
04/27/2018 162.32 35617230.0 164.0 164.33 160.63 
04/26/2018 164.22 27850370.0 164.12 165.73 163.37 
04/25/2018 163.65 28331540.0 162.62 165.42 162.41 
04/24/2018 162.94 33674960.0 165.67 166.33 161.2201 
04/23/2018 165.24 36396590.0 166.835 166.92 164.09 
04/20/2018 165.72 65270950.0 170.595 171.2184 165.43 
04/19/2018 172.8 34693280.0 174.95 175.39 172.66 
04/18/2018 177.84 20544600.0 177.81 178.82 176.88 
04/17/2018 178.24 26575010.0 176.49 178.9365 176.41 
04/16/2018 175.82 21561320.0 175.0301 176.19 174.8301 
04/13/2018 174.73 25100510.0 174.78 175.84 173.85 
04/12/2018 174.14 22858840.0 173.41 175.0 173.04 
04/11/2018 172.44 22401040.0 172.23 173.9232 171.7 
04/10/2018 173.25 28567110.0 173.0 174.0 171.53 
04/09/2018 170.05 28976200.0 169.88 173.09 169.845 
04/06/2018 168.38 34949690.0 170.97 172.48 168.2 
04/05/2018 172.8 26750260.0 172.58 174.2304 172.08 
04/04/2018 171.61 34581850.0 164.88 172.01 164.77 
04/03/2018 168.39 30237640.0 167.64 168.7455 164.88 
04/02/2018 166.68 37425640.0 167.88 168.94 164.47 
03/29/2018 167.78 38116290.0 167.805 171.75 166.9 
03/28/2018 166.48 41464880.0 167.25 170.02 165.19 
03/27/2018 168.34 39824200.0 173.68 175.15 166.92 
03/26/2018 172.77 36778560.0 168.07 173.1 166.44 
03/23/2018 164.94 40984540.0 168.39 169.92 164.94 
03/22/2018 168.85 41335980.0 170.0 172.68 168.6 
03/21/2018 171.27 36387880.0 175.04 175.09 171.26 
03/20/2018 175.24 19620520.0 175.24 176.8 174.94 
03/19/2018 175.3 32931110.0 177.32 177.47 173.66 
03/16/2018 178.02 38313330.0 178.65 179.12 177.62 
03/15/2018 178.65 22676520.0 178.5 180.24 178.0701 
03/14/2018 178.44 29334630.0 180.32 180.52 177.81 
03/13/2018 179.97 31464170.0 182.59 183.5 179.24 
03/12/2018 181.72 32191070.0 180.29 182.39 180.21 
03/09/2018 179.98 32130360.0 177.96 180.0 177.39 
03/08/2018 176.94 24518850.0 175.48 177.12 175.07 
03/07/2018 175.03 31686450.0 174.94 175.85 174.27 
03/06/2018 176.67 23273160.0 177.91 178.25 176.13 
03/05/2018 176.82 27825140.0 175.21 177.74 174.52 
03/02/2018 176.21 38426060.0 172.8 176.3 172.45 
03/01/2018 175.0 48706170.0 178.54 179.775 172.66 
02/28/2018 178.12 37568080.0 179.26 180.615 178.05 
02/27/2018 178.39 38885510.0 179.1 180.48 178.16 
02/26/2018 178.97 37353670.0 176.35 179.39 176.21 
02/23/2018 175.5 33772050.0 173.67 175.65 173.54 
02/22/2018 172.5 30953760.0 171.8 173.95 171.71 
02/21/2018 171.07 37378070.0 172.83 174.12 171.01 
02/20/2018 171.85 33690660.0 172.05 174.26 171.42 
02/16/2018 172.43 40113790.0 172.36 174.82 171.77 
02/15/2018 172.99 50908540.0 169.79 173.09 169.0 
02/14/2018 167.37 40382890.0 163.045 167.54 162.88 
02/13/2018 164.34 32483310.0 161.95 164.75 161.65 
02/12/2018 162.71 60774900.0 158.5 163.89 157.51 
02/09/2018 156.41 70583530.0 157.07 157.89 150.24 
02/08/2018 155.15 54145930.0 160.29 161.0 155.03 
02/07/2018 159.54 51467440.0 163.085 163.4 159.0685 
02/06/2018 163.03 68171940.0 154.83 163.72 154.0 
02/05/2018 156.49 72215320.0 159.1 163.88 156.0 
02/02/2018 160.5 85957050.0 166.0 166.8 160.1 
02/01/2018 167.78 44453230.0 167.165 168.62 166.76 
01/31/2018 167.43 32234520.0 166.87 168.4417 166.5 
01/30/2018 166.97 45635470.0 165.525 167.37 164.7 
01/29/2018 167.96 50565420.0 170.16 170.16 167.07 
01/26/2018 171.51 39075250.0 172.0 172.0 170.06 
01/25/2018 171.11 41438280.0 174.505 174.95 170.53 
01/24/2018 174.22 51368540.0 177.25 177.3 173.2 
01/23/2018 177.04 32395870.0 177.3 179.44 176.82 
01/22/2018 177.0 27052000.0 177.3 177.78 176.6016 
01/19/2018 178.46 31306390.0 178.61 179.58 177.41 
01/18/2018 179.26 31087330.0 179.37 180.1 178.25 
01/17/2018 179.1 34260230.0 176.15 179.25 175.07 
01/16/2018 176.19 29512410.0 177.9 179.39 176.14 
01/12/2018 177.09 25302200.0 176.18 177.36 175.65 
01/11/2018 175.28 18653380.0 174.59 175.4886 174.49 
01/10/2018 174.29 23751690.0 173.16 174.3 173.0 
01/09/2018 174.33 21532200.0 174.55 175.06 173.41 
01/08/2018 174.35 20523870.0 174.35 175.61 173.93 
01/05/2018 175.0 23589930.0 173.44 175.37 173.05 
01/04/2018 173.03 22342650.0 172.54 173.47 172.08 
01/03/2018 172.23 29461040.0 172.53 174.55 171.96 
01/02/2018 172.26 25400540.0 170.16 172.3 169.26 
12/29/2017 169.23 25938760.0 170.52 170.59 169.22 
12/28/2017 171.08 16412270.0 171.0 171.85 170.48 
12/27/2017 170.6 21477380.0 170.1 170.78 169.71 
12/26/2017 170.57 33113340.0 170.8 171.47 169.679 
12/22/2017 175.01 16339690.0 174.68 175.424 174.5 
12/21/2017 175.01 20848660.0 174.17 176.02 174.1 
12/20/2017 174.35 23451420.0 174.87 175.42 173.25 
12/19/2017 174.54 27393660.0 175.03 175.39 174.09 
12/18/2017 176.42 29385650.0 174.88 177.2 174.86 
12/15/2017 173.97 40122100.0 173.63 174.17 172.46 
12/14/2017 172.22 20442740.0 172.4 173.13 171.65 
12/13/2017 172.27 23402510.0 172.5 173.54 172.0 
12/12/2017 171.7 19088170.0 172.15 172.39 171.461 
12/11/2017 172.67 34260890.0 169.2 172.89 168.79 
12/08/2017 169.37 23285760.0 170.49 171.0 168.82 
12/07/2017 169.32 25656110.0 169.03 170.44 168.91 
12/06/2017 169.01 28397810.0 167.5 170.2047 166.46 
12/05/2017 169.64 27315530.0 169.06 171.52 168.4 
12/04/2017 169.8 32512580.0 172.48 172.62 169.63 
12/01/2017 171.05 39735110.0 169.95 171.67 168.5 
11/30/2017 171.85 41484540.0 170.43 172.14 168.44 
11/29/2017 169.48 41459120.0 172.63 172.92 167.16 
11/28/2017 173.07 26387240.0 174.3 174.87 171.86 
11/27/2017 174.09 20591090.0 175.05 175.08 173.34 
11/24/2017 174.97 14026670.0 175.1 175.5 174.6459 
11/22/2017 174.96 25558680.0 173.36 175.0 173.05 
11/21/2017 173.14 25047130.0 170.78 173.7 170.78 
11/20/2017 169.98 16041550.0 170.29 170.56 169.56 
11/17/2017 170.15 21884010.0 171.04 171.39 169.64 
11/16/2017 171.1 23598650.0 171.18 171.87 170.3 
11/15/2017 169.08 28998220.0 169.97 170.3197 168.38 
11/14/2017 171.34 24683350.0 173.04 173.48 171.18 
11/13/2017 173.97 16956290.0 173.5 174.5 173.4 
11/10/2017 174.67 25129510.0 175.11 175.38 174.27 
11/09/2017 175.88 29422610.0 175.11 176.095 173.14 
11/08/2017 176.24 24358920.0 174.66 176.24 174.33 
11/07/2017 174.81 24332120.0 173.91 175.25 173.6 
11/06/2017 174.25 34770480.0 172.365 174.99 171.72 
11/03/2017 172.5 59332210.0 174.0 174.26 171.12 
11/02/2017 168.11 39668100.0 167.64 168.5 165.28 
11/01/2017 166.89 33482970.0 169.87 169.94 165.61 
10/31/2017 169.04 35779520.0 167.9 169.6499 166.94 
10/30/2017 166.72 44651420.0 163.89 168.07 163.72 
10/27/2017 163.05 44387770.0 159.29 163.6 158.7 
10/26/2017 157.41 16916650.0 157.23 157.8295 156.78 
10/25/2017 156.41 21175670.0 156.91 157.55 155.27 
10/24/2017 157.1 17633730.0 156.29 157.42 156.2 
10/23/2017 156.17 21888930.0 156.89 157.69 155.5 
10/20/2017 156.25 23907540.0 156.61 157.75 155.96 
10/19/2017 155.98 42357420.0 156.75 157.08 155.02 
10/18/2017 159.76 16252850.0 160.42 160.71 159.6 
10/17/2017 160.47 18969700.0 159.78 160.87 159.23 
10/16/2017 159.88 24093300.0 157.9 160.0 157.65 
10/13/2017 156.99 16367780.0 156.73 157.28 156.41 
10/12/2017 156.0 16380570.0 156.35 157.37 155.7299 
10/11/2017 156.55 16861450.0 155.97 156.98 155.75 
10/10/2017 155.9 15603520.0 156.055 158.0 155.1 
10/09/2017 155.84 16243080.0 155.81 156.73 155.485 
10/06/2017 155.3 17223790.0 154.97 155.49 154.56 
10/05/2017 155.39 21215870.0 154.18 155.44 154.05 
10/04/2017 153.48 20088940.0 153.63 153.86 152.46 
10/03/2017 154.48 16216800.0 154.01 155.09 153.91 
10/02/2017 153.81 18631540.0 154.26 154.45 152.72 
09/29/2017 154.12 26204670.0 153.21 154.13 152.0 
09/28/2017 153.28 21983410.0 153.89 154.28 152.7 
09/27/2017 154.23 25402270.0 153.8 154.7189 153.54 
09/26/2017 153.14 35907770.0 151.78 153.92 151.69 
09/25/2017 150.55 44366140.0 149.99 151.83 149.16 
09/22/2017 151.89 46575410.0 152.02 152.27 150.56 
09/21/2017 153.39 37350060.0 155.8 155.8 152.75 
09/20/2017 156.07 52126240.0 157.9 158.26 153.83 
09/19/2017 158.73 20565620.0 159.51 159.77 158.44 
09/18/2017 158.67 28157630.0 160.11 160.5 157.995 
09/15/2017 159.88 48846060.0 158.47 160.97 158.0 
09/14/2017 158.28 23637310.0 158.99 159.4 158.09 
09/13/2017 159.65 44866280.0 159.87 159.96 157.91 
09/12/2017 160.86 71574560.0 162.61 163.96 158.77 
09/11/2017 161.5 31506890.0 160.5 162.05 159.89 
09/08/2017 158.63 28411740.0 160.86 161.15 158.53 
09/07/2017 161.26 21905160.0 162.09 162.24 160.36 
09/06/2017 161.91 21610300.0 162.71 162.99 160.52 
09/05/2017 162.08 29491910.0 163.75 164.25 160.56 
09/01/2017 164.05 16564340.0 164.8 164.94 163.63 
08/31/2017 164.0 26729940.0 163.64 164.52 163.48 
08/30/2017 163.35 27215770.0 163.8 163.89 162.61 
08/29/2017 162.91 29451050.0 160.1 163.12 160.0 
08/28/2017 161.47 25649890.0 160.14 162.0 159.93 
08/25/2017 159.86 25184600.0 159.65 160.56 159.27 
08/24/2017 159.27 19782170.0 160.43 160.74 158.55 
08/23/2017 159.98 19376940.0 159.07 160.47 158.88 
08/22/2017 159.78 21564890.0 158.23 160.0 158.02 
08/21/2017 157.21 26330070.0 157.5 157.89 155.1101 
08/18/2017 157.5 27391950.0 157.86 159.5 156.72 
08/17/2017 157.86 27377960.0 160.52 160.71 157.84 
08/16/2017 160.95 27607370.0 161.94 162.51 160.15 
08/15/2017 161.6 29377630.0 160.66 162.195 160.14 
08/14/2017 159.85 22074760.0 159.32 160.21 158.75 
08/11/2017 157.48 26208970.0 156.6 158.5728 156.07 
08/10/2017 155.32 39636190.0 159.9 160.0 154.63 
08/09/2017 161.06 26060430.0 159.26 161.27 159.11 
08/08/2017 160.08 36127490.0 158.6 161.83 158.27 
08/07/2017 158.81 21827400.0 157.06 158.92 156.6701 
08/04/2017 156.39 20514810.0 156.07 157.4 155.69 
08/03/2017 155.57 26604140.0 157.05 157.21 155.02 
08/02/2017 157.14 69726440.0 159.28 159.75 156.16 
08/01/2017 150.05 33669020.0 149.1 150.22 148.41 
07/31/2017 148.73 19690420.0 149.9 150.33 148.13 
07/28/2017 149.5 17192770.0 149.89 150.23 149.19 
07/27/2017 150.56 32429770.0 153.75 153.99 147.3 
07/26/2017 153.46 15649120.0 153.35 153.93 153.06 
07/25/2017 152.74 18798250.0 151.8 153.84 151.8 
07/24/2017 152.09 21466370.0 150.58 152.44 149.9 
07/21/2017 150.27 25111310.0 149.99 150.44 148.88 
07/20/2017 150.34 17170490.0 151.5 151.74 150.19 
07/19/2017 151.02 20859830.0 150.48 151.42 149.95 
07/18/2017 150.08 17837130.0 149.2 150.13 148.67 
07/17/2017 149.56 23765710.0 148.82 150.9 148.57 
07/14/2017 149.04 20117070.0 147.97 149.33 147.33 
07/13/2017 147.77 25080500.0 145.5 148.49 145.44 
07/12/2017 145.74 24833800.0 145.87 146.18 144.82 
07/11/2017 145.53 18647220.0 144.73 145.85 144.38 
07/10/2017 145.06 21080580.0 144.11 145.95 143.37 
07/07/2017 144.18 18527000.0 142.9 144.75 142.9 
07/06/2017 142.73 24110330.0 143.02 143.5 142.41 
07/05/2017 144.09 21550270.0 143.69 144.79 142.7237 
07/03/2017 143.5 14277850.0 144.88 145.3001 143.1 
06/30/2017 144.02 22986960.0 144.45 144.96 143.78 
06/29/2017 143.68 31450520.0 144.71 145.13 142.28 
06/28/2017 145.83 22052920.0 144.49 146.11 143.1601 
06/27/2017 143.73 24725210.0 145.01 146.16 143.62 
06/26/2017 145.82 25674500.0 147.17 148.28 145.38 
06/23/2017 146.28 35421310.0 145.13 147.16 145.11 
06/22/2017 145.63 19082170.0 145.77 146.7 145.1199 
06/21/2017 145.87 21247590.0 145.52 146.0693 144.61 
06/20/2017 145.01 24877950.0 146.87 146.87 144.94 
06/19/2017 146.34 32203640.0 143.66 146.74 143.66 
06/16/2017 142.27 50264540.0 143.78 144.5 142.2 
06/15/2017 144.29 31642900.0 143.32 144.4798 142.21 
06/14/2017 145.16 31454590.0 147.5 147.5 143.84 
06/13/2017 146.59 34089190.0 147.16 147.45 145.15 
06/12/2017 145.42 72187710.0 145.74 146.09 142.51 
06/09/2017 148.98 64782910.0 155.19 155.19 146.02 
06/08/2017 154.99 21144040.0 155.25 155.54 154.4 
06/07/2017 155.37 21017560.0 155.02 155.98 154.48 
06/06/2017 154.45 26591850.0 153.9 155.81 153.78 
06/05/2017 153.93 25277680.0 154.34 154.45 153.46 
06/02/2017 155.45 27715140.0 153.58 155.45 152.89 
06/01/2017 153.18 16383610.0 153.17 153.33 152.22 
05/31/2017 152.76 24452750.0 153.97 154.17 152.38 
05/30/2017 153.67 20118620.0 153.42 154.43 153.33 
05/26/2017 153.61 21895020.0 154.0 154.24 153.31 
05/25/2017 153.87 19217810.0 153.73 154.35 153.03 
05/24/2017 153.34 19201820.0 153.84 154.17 152.67 
05/23/2017 153.8 19906170.0 154.9 154.9 153.31 
05/22/2017 153.99 22930630.0 154.0 154.58 152.91 
05/19/2017 153.06 26892850.0 153.38 153.98 152.63 
05/18/2017 152.54 33520150.0 151.27 153.34 151.13 
05/17/2017 150.25 50674280.0 153.6 154.57 149.71 
05/16/2017 155.47 19994270.0 155.94 156.06 154.72 
05/15/2017 155.7 25912270.0 156.01 156.65 155.05 
05/12/2017 156.1 32493770.0 154.7 156.42 154.67 
05/11/2017 153.95 27236290.0 152.45 154.07 152.31 
05/10/2017 153.26 25779060.0 153.63 153.94 152.11 
05/09/2017 153.99 38907940.0 153.87 154.88 153.45 
05/08/2017 153.01 48670440.0 149.03 153.7 149.03 
05/05/2017 148.96 27254850.0 146.76 148.98 146.76 
05/04/2017 146.53 23345970.0 146.52 147.14 145.81 
05/03/2017 147.06 45579740.0 145.59 147.49 144.27 
05/02/2017 147.51 44182930.0 147.54 148.09 146.84 
05/01/2017 146.58 33498270.0 145.1 147.2 144.96 
04/28/2017 143.65 20783460.0 144.09 144.3 143.27 
04/27/2017 143.79 14198660.0 143.923 144.16 143.31 
04/26/2017 143.68 19998050.0 144.47 144.6 143.3762 
04/25/2017 144.53 18325720.0 143.91 144.9 143.87 
04/24/2017 143.64 17117710.0 143.5 143.95 143.18 
04/21/2017 142.27 17290900.0 142.44 142.68 141.85 
04/20/2017 142.44 23294040.0 141.22 142.92 141.16 
04/19/2017 140.68 17302160.0 141.88 142.0 140.45 
04/18/2017 141.2 14676420.0 141.41 142.04 141.11 
04/17/2017 141.83 16529130.0 141.48 141.88 140.87 
04/13/2017 141.05 17775510.0 141.91 142.38 141.05 
04/12/2017 141.8 20320420.0 141.6 142.15 141.01 
04/11/2017 141.63 30341520.0 142.94 143.35 140.06 
04/10/2017 143.17 18904680.0 143.6 143.8792 142.9 
04/07/2017 143.34 16658660.0 143.73 144.18 143.27 
04/06/2017 143.66 21131040.0 144.29 144.52 143.45 
04/05/2017 144.02 27649500.0 144.22 145.46 143.81 
04/04/2017 144.77 19865300.0 143.25 144.89 143.17 
04/03/2017 143.7 19970040.0 143.71 144.12 143.05 
03/31/2017 143.66 19576480.0 143.72 144.27 143.01 
03/30/2017 143.93 21189000.0 144.19 144.5 143.5 
03/29/2017 144.12 29174040.0 143.68 144.49 143.19 
03/28/2017 143.8 33348400.0 140.91 144.04 140.62 
03/27/2017 140.88 23531670.0 139.39 141.22 138.62 
03/24/2017 140.64 22355140.0 141.5 141.74 140.35 
03/23/2017 140.92 20299310.0 141.26 141.5844 140.61 
03/22/2017 141.42 25804820.0 139.845 141.6 139.76 
03/21/2017 139.84 39461130.0 142.11 142.8 139.73 
03/20/2017 141.46 21258100.0 140.4 141.5 140.23 
03/17/2017 139.99 43700570.0 141.0 141.0 139.89 
03/16/2017 140.69 19173780.0 140.72 141.02 140.26 
03/15/2017 140.46 25676720.0 139.41 140.7501 139.025 
03/14/2017 138.99 15281850.0 139.3 139.65 138.84 
03/13/2017 139.2 17048800.0 138.85 139.43 138.82 
03/10/2017 139.14 19578920.0 139.25 139.3571 138.64 
03/09/2017 138.68 22117750.0 138.74 138.79 137.05 
03/08/2017 139.0 18695500.0 138.95 139.8 138.82 
03/07/2017 139.52 17439210.0 139.06 139.98 138.79 
03/06/2017 139.34 21229890.0 139.365 139.77 138.5959 
03/03/2017 139.78 21555370.0 138.78 139.83 138.59 
03/02/2017 138.96 26170690.0 140.0 140.2786 138.76 
03/01/2017 139.79 36362440.0 137.89 140.15 137.595 
02/28/2017 136.99 23446340.0 137.08 137.435 136.7 
02/27/2017 136.93 20222210.0 137.14 137.435 136.28 
02/24/2017 136.66 21754600.0 135.91 136.66 135.28 
02/23/2017 136.53 20762360.0 137.38 137.48 136.3 
02/22/2017 137.11 20769030.0 136.43 137.12 136.11 
02/21/2017 136.7 24487200.0 136.23 136.75 135.98 
02/17/2017 135.72 22163280.0 135.1 135.83 135.1 
02/16/2017 135.345 22539860.0 135.67 135.9 134.8398 
02/15/2017 135.51 35578640.0 135.52 136.27 134.62 
02/14/2017 135.02 33054500.0 133.47 135.09 133.25 
02/13/2017 133.29 22989980.0 133.08 133.82 132.75 
02/10/2017 132.12 20046250.0 132.46 132.94 132.05 
02/09/2017 132.42 28321440.0 131.65 132.445 131.12 
02/08/2017 132.04 22941650.0 131.35 132.22 131.22 
02/07/2017 131.53 38158410.0 130.54 132.09 130.45 
02/06/2017 130.29 26784530.0 129.13 130.5 128.9 
02/03/2017 129.08 24460160.0 128.31 129.19 128.16 
02/02/2017 128.53 33671250.0 127.975 129.39 127.78 
02/01/2017 128.75 111837300.0 127.03 130.49 127.01 
01/31/2017 121.35 47767760.0 121.15 121.39 120.62 
01/30/2017 121.63 30327110.0 120.93 121.63 120.66 
01/27/2017 121.95 20495340.0 122.14 122.35 121.6 
01/26/2017 121.94 26320740.0 121.67 122.44 121.6 
01/25/2017 121.88 32417410.0 120.42 122.1 120.28 
01/24/2017 119.97 23191150.0 119.55 120.1 119.5 
01/23/2017 120.08 21982000.0 120.0 120.81 119.77 
01/20/2017 120.0 29922650.0 120.45 120.45 119.7346 
01/19/2017 119.78 25554290.0 119.4 120.09 119.37 
01/18/2017 119.99 23687350.0 120.0 120.5 119.71 
01/17/2017 120.0 34412090.0 118.34 120.24 118.22 
01/13/2017 119.04 26083030.0 119.11 119.62 118.81 
01/12/2017 119.25 27057550.0 118.895 119.3 118.21 
01/11/2017 119.75 27453130.0 118.74 119.93 118.6 
01/10/2017 119.11 24432660.0 118.77 119.38 118.3 
01/09/2017 118.99 33420290.0 117.95 119.43 117.94 
01/06/2017 117.91 31714820.0 116.78 118.16 116.47 
01/05/2017 116.61 22115100.0 115.92 116.8642 115.81 
01/04/2017 116.02 21081620.0 115.85 116.51 115.75 
01/03/2017 116.15 28769220.0 115.8 116.33 114.76 
12/30/2016 115.82 30555900.0 116.65 117.2 115.43 
12/29/2016 116.73 14979680.0 116.45 117.1095 116.4 
12/28/2016 116.76 20686510.0 117.52 118.0166 116.2 
12/27/2016 117.26 18131970.0 116.52 117.8 116.49 
12/23/2016 116.52 14244050.0 115.59 116.52 115.59 
12/22/2016 116.29 26043820.0 116.35 116.51 115.64 
12/21/2016 117.06 23724430.0 116.8 117.4 116.78 
12/20/2016 116.95 21337310.0 116.74 117.5 116.68 
12/19/2016 116.64 27756760.0 115.8 117.38 115.75 
12/16/2016 115.97 44284660.0 116.47 116.5 115.645 
12/15/2016 115.82 46286150.0 115.38 116.73 115.23 
12/14/2016 115.19 33962370.0 115.04 116.2 114.98 
12/13/2016 115.19 43293350.0 113.84 115.92 113.75 
12/12/2016 113.3 26176690.0 113.29 115.0 112.49 
12/09/2016 113.95 34324350.0 112.31 114.7 112.31 
12/08/2016 112.12 27049830.0 110.86 112.43 110.6 
12/07/2016 111.03 29976030.0 109.26 111.19 109.16 
12/06/2016 109.95 26160560.0 109.5 110.36 109.19 
12/05/2016 109.11 34113880.0 110.0 110.03 108.25 
12/02/2016 109.9 26481320.0 109.17 110.09 108.85 
12/01/2016 109.49 37034520.0 110.365 110.94 109.03 
11/30/2016 110.52 36151450.0 111.6 112.2 110.27 
11/29/2016 111.46 28507780.0 110.78 112.03 110.07 
11/28/2016 111.57 27054320.0 111.43 112.465 111.39 
11/25/2016 111.79 11475920.0 111.13 111.87 110.95 
11/23/2016 111.23 27420550.0 111.36 111.51 110.33 
11/22/2016 111.8 25931710.0 111.95 112.42 111.4 
11/21/2016 111.73 29164190.0 110.12 111.99 110.01 
11/18/2016 110.06 28310840.0 109.72 110.54 109.66 
11/17/2016 109.95 27623150.0 109.81 110.35 108.83 
11/16/2016 109.99 58724080.0 106.7 110.23 106.6 
11/15/2016 107.11 32230590.0 106.57 107.68 106.1593 
11/14/2016 105.71 50901380.0 107.71 107.809 104.08 
11/11/2016 108.43 34117030.0 107.12 108.87 106.55 
11/10/2016 107.79 57097740.0 111.09 111.09 105.83 
11/09/2016 110.88 59118740.0 109.88 111.32 108.05 
11/08/2016 111.06 24129630.0 110.31 111.72 109.7 
11/07/2016 110.41 32361930.0 110.08 110.51 109.46 
11/04/2016 108.84 30790930.0 108.53 110.25 108.11 
11/03/2016 109.83 26538700.0 110.98 111.46 109.55 
11/02/2016 111.59 28174980.0 111.4 112.35 111.23 
11/01/2016 111.49 43403760.0 113.46 113.77 110.53 
10/31/2016 113.54 26378910.0 113.65 114.23 113.2 
10/28/2016 113.72 36792100.0 113.87 115.21 113.45 
10/27/2016 114.48 31396130.0 115.39 115.86 114.1 
10/26/2016 115.59 66028640.0 114.31 115.7 113.31 
10/25/2016 118.25 46820600.0 117.95 118.36 117.31 
10/24/2016 117.65 23492650.0 117.1 117.74 117.0 
10/21/2016 116.6 22527690.0 116.81 116.91 116.28 
10/20/2016 117.06 24100150.0 116.86 117.38 116.33 
10/19/2016 117.12 19977160.0 117.25 117.76 113.8 
10/18/2016 117.47 24308210.0 118.18 118.21 117.45 
10/17/2016 117.55 23583810.0 117.33 117.84 116.78 
10/14/2016 117.63 35626020.0 117.88 118.17 117.13 
10/13/2016 116.98 35041820.0 116.79 117.44 115.72 
10/12/2016 117.34 37512930.0 117.35 117.98 116.75 
10/11/2016 116.3 63963010.0 117.7 118.69 116.2 
10/10/2016 116.05 36087910.0 115.02 116.75 114.72 
10/07/2016 114.06 24336440.0 114.31 114.56 113.51 
10/06/2016 113.89 28508710.0 113.7 114.34 113.13 
10/05/2016 113.05 21400410.0 113.4 113.66 112.69 
10/04/2016 113.0 29707270.0 113.06 114.31 112.63 
10/03/2016 112.52 21634520.0 112.71 113.05 112.28 
09/30/2016 113.05 36340670.0 112.46 113.37 111.8 
09/29/2016 112.18 35850010.0 113.16 113.8 111.8 
09/28/2016 113.95 29608390.0 113.69 114.64 113.43 
09/27/2016 113.09 24587490.0 113.0 113.18 112.34 
09/26/2016 112.88 29800240.0 111.64 113.39 111.55 
